name,steam_appid,required_age,controller_support,supported_languages,developers,publishers,platforms,categories,genres,release_date,followers,estimated_wishlists,tags,price,estimated_revenue,currency,owners,average_forever,average_2weeks,median_forever,median_2weeks,concurrent_users,total_positive,total_negative,total_reviews
Bomsy,693310,0,none,English,SUPERMEGAQUEST INC.,SUPERMEGAQUEST INC.,"windows,mac,linux","Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Partial Controller Support,Remote Play Together,Family Sharing","Action,Casual,Indie","Nov 2, 2017",115,1380,"Action,Indie,Casual",3.99,284,USD,"0 .. 20,000",0,0,0,0,0,1,2,3
Kumi-Daiko Beatoff,2669560,0,full,English,Adjective Animal,Adjective Animal,windows,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Remote Play Together,Family Sharing","Action,Casual,Indie,Sports","Feb 12, 2024",7,84,"4 Player Local,Local Multiplayer,Controller,Multiplayer,Minimalist,Local Co-Op,Co-op,Cartoony,Arcade,Physics,Combat,Colorful,Family Friendly,Cute,Casual,Score Attack,Beat 'em up,Retro,Abstract,Psychedelic",2.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Logistics Simulator,1617420,0,none,"English, German, Turkish, French, Simplified Chinese, Japanese, Russian, Greek",Whoisthis,Whoisthis,windows,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Family Sharing","Casual,Indie,Simulation,Early Access","Aug 9, 2021",340,4080,"Early Access,Simulation,Economy,Third Person,First-Person,Automation,Life Sim,Action RPG,Management,Resource Management,Inventory Management,3D,Character Customization,Choose Your Own Adventure,Artificial Intelligence,Education,Open World,Sandbox,Third-Person Shooter,Female Protagonist",0.99,1178,USD,"0 .. 20,000",0,0,0,0,1,17,33,50
DOGO,635930,0,full,English,Pixel Barons,Pixel Barons,windows,"Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together,Family Sharing","Action,Indie,Sports","Aug 21, 2017",54,648,"Action,Indie,Sports",9.99,713,USD,"0 .. 20,000",0,0,0,0,0,3,0,3
One More Day,2685320,0,none,"English, Spanish - Spain, French, Italian, German, Simplified Chinese, Korean, Japanese, Portuguese - Portugal, Russian",NekkoNikko,NekkoNikko,windows,"Single-player,Family Sharing",Casual,"Apr 15, 2024",19,228,"Zombies,Casual,Pixel Graphics,Retro,Arcade,1990's,Shooter,Boomer Shooter,Side Scroller,2D,Cute,Cartoony,Colorful,Atmospheric,Survival Horror,PvE,Singleplayer",2.99,213,USD,"0 .. 20,000",0,0,0,0,0,2,1,3
Interstellar Impact,2540160,0,none,English,TurboSnail Interactive,TurboSnail Interactive,windows,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Casual,Strategy","Nov 28, 2023",28,336,"Top-Down,Casual,Space,Arcade,Action,Score Attack,Platformer,Physics,Procedural Generation,Relaxing,Ambient,Singleplayer,Strategy,Adventure,Atmospheric,Stylized,Indie,Survival,Exploration,Competitive",3.99,569,USD,"0 .. 20,000",0,0,0,0,0,5,1,6
Dairy Farm Simulator,904640,0,none,English,PVDM Games NZ,PVDM Games NZ,windows,"Single-player,Partial Controller Support,Family Sharing","Casual,Indie,RPG,Simulation,Strategy,Early Access","Dec 14, 2020",45,540,"Casual,Early Access,Strategy,Simulation,Indie,RPG,Farming Sim,Farming,City Builder,Life Sim,2D,Pixel Graphics,Top-Down,Agriculture,Economy,Building,Capitalism,Fantasy,Relaxing,Base Building",39.99,951,USD,"0 .. 20,000",0,0,0,0,0,0,1,1
Wizard's Duty,1610960,0,none,English,One Face Studio,One Face Studio,windows,"Single-player,Family Sharing","Casual,Indie,Simulation","May 7, 2021",22,264,"Casual,Simulation,Life Sim,Idler,3D,Magic,Time Manipulation,Singleplayer,Indie,Time Attack,Hidden Object",2.99,213,USD,"0 .. 20,000",0,0,0,0,0,1,2,3
Shaped Beats,1783180,0,none,"English, Spanish - Latin America, Traditional Chinese, Japanese, Spanish - Spain",GameWorks Studio Latam,GameWorks Studio Latam,"windows,linux","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support,Remote Play Together,Family Sharing","Action,Adventure,Indie,Simulation,Strategy","Mar 11, 2022",16,192,"Shoot 'Em Up,Bullet Hell,Top-Down Shooter,Space,War,Robots,Survival,PvP,Shooter,Arcade,2D,Top-Down,Funny,Post-apocalyptic,Story Rich,Action,Choices Matter,Multiple Endings,Simulation,Pixel Graphics",5.99,285,USD,"0 .. 20,000",0,0,0,0,0,2,0,2
RED: Lucid Nightmare,913100,0,full,English,Bolder Games,Bolder Games,windows,"Single-player,Steam Achievements,Full controller support,Tracked Controller Support,VR Supported,Family Sharing",Indie,"Oct 9, 2018",143,1716,"Indie,Psychological Horror,VR,Adventure,Atmospheric",1.99,520,USD,"0 .. 20,000",0,0,0,0,0,8,3,11
Corn Kidz 64,2575900,0,full,English,BogoSoft,BogoSoft,windows,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Adventure,Indie","Oct 16, 2023",3318,39816,"3D Platformer,Retro,Collectathon,Cartoony,Action-Adventure,Controller,Cartoon,Exploration,Platformer,3D,Colorful,Stylized,Nonlinear,Old School,Comedy,1990's,Fantasy,Third Person,Family Friendly,Singleplayer",6.99,217102,USD,"100,000 .. 200,000",0,0,0,0,5,1236,69,1305
Cards We're Dealt,2335960,0,full,"English, Russian, Simplified Chinese, Spanish - Latin America",Tiny Shiny Things,Tiny Shiny Things,"windows,mac,linux","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Leaderboards,Family Sharing","Action,Adventure,Indie,RPG,Free To Play","Dec 12, 2023",242,2904,"Action Roguelike,Exploration,Dungeon Crawler,Roguelite,PvE,Card Game,Walking Simulator,Roguelike,Character Customization,3D,First-Person,Dark Humor,Horror,Psychological Horror,Deckbuilding,Procedural Generation,Action,Casual,Adventure,Colorful",9.99,4041,USD,"0 .. 20,000",0,0,0,0,0,12,5,17
Project Vic,2717800,0,none,"English, German",Marco Hirschfeld,Marco Hirschfeld,windows,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Action,Adventure,Indie","Mar 29, 2024",60,720,"Psychological Horror,Horror,Adventure,Atmospheric,Supernatural,FPS,3D,Puzzle,Walking Simulator,Immersive Sim,First-Person,Investigation,Action,Indie,Thriller,Controller,Narration,Singleplayer,Crime",4.99,1662,USD,"0 .. 20,000",0,0,0,0,0,14,0,14
Beating A Dead Horse With A One-Trick Pony,916010,0,full,English,Hunter Jonakin,Pomp Life Studios,windows,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Adventure,Casual,Indie,RPG","Nov 21, 2018",55,660,"Adventure,Indie,Casual,Action,RPG",6.99,499,USD,"0 .. 20,000",0,0,0,0,0,2,1,3
Pro Strategy Football 2016,499070,0,none,English,Kerry Batts,Pro Strategy Games,windows,"Single-player,Shared/Split Screen PvP,Shared/Split Screen,Remote Play Together,Family Sharing","Indie,Simulation,Sports,Strategy","Sep 6, 2016",146,1752,"Strategy,Indie,Simulation,Sports",undefined,undefined,undefined,"0 .. 20,000",0,0,0,0,0,10,3,13
1001 Jigsaw Detective 3,2153810,0,none,"English, French, German, Russian",8floor,8floor,windows,"Single-player,Family Sharing",Casual,"May 17, 2023",16,192,"Casual,Puzzle,2D,Realistic,Colorful,1990's,Atmospheric,Detective,Family Friendly,Crime,Logic,Relaxing,Investigation,Mystery,Tabletop,Singleplayer",4.99,118,USD,"0 .. 20,000",0,0,0,0,0,0,1,1
Planet Invasion,1109890,0,full,English,TinyFox Games,TinyFox Games,windows,"Single-player,Steam Achievements,Full controller support,Stats,Steam Leaderboards,Family Sharing","Action,Casual,Indie","Aug 16, 2019",32,384,"Action,Indie,Casual,Space",2.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
14 Minesweeper Variants 2,2631960,0,none,"English, Simplified Chinese, Traditional Chinese, French, Japanese, Korean, Polish, Russian, Vietnamese","Alith Games,Artless Games",Artless Games,"windows,mac","Single-player,Steam Achievements,Steam Cloud,Family Sharing",Casual,"Jun 14, 2024",463,5556,"Casual,Puzzle,Abstract,Minimalist,Logic,Psychological Horror,Difficult,Procedural Generation,Programming,Singleplayer,Experimental,Indie",6.99,43254,USD,"0 .. 20,000",0,0,0,0,103,252,8,260
Crypt's Rend ~NTR~,2602760,0,none,"Japanese, English, Simplified Chinese, Traditional Chinese",ちまラボ,072 Project,windows,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Indie,RPG","Jan 23, 2025",1569,18828,,11.99,8846,USD,"0 .. 20,000",0,0,0,0,5,23,8,31
Silent Frontiers,2953930,0,none,"English, Simplified Chinese, Traditional Chinese",RainySparkStudio,RainySparkStudio,windows,"Single-player,Family Sharing","Casual,Indie,Strategy","Aug 5, 2024",10,120,"Strategy,2D Platformer,Wargame,Tower Defense,2D,Noir,Psychological Horror,Base Building,Minimalist,Stylized,Dark Fantasy,Medieval,Demons,Survival,Old School,Dark,Resource Management,Singleplayer,Indie,Casual",1.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Active 2048 Body Control,3254630,0,none,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Indonesian, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese, Azerbaijani, Albanian, Amharic, Armenian, Assamese, Afrikaans, Basque, Belarusian, Bangla, Bosnian, Valencian, Welsh, Wolof, Galician, Georgian, Gujarati, Dari, Zulu, Hebrew, Igbo, Irish, Icelandic, Yoruba, Kazakh, Kannada, Catalan, Quechua, Kinyarwanda, K'iche', Konkani, Xhosa, Khmer, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Persian, Serbian, Sotho, Sinhala, Sindhi, Slovak, Slovenian, Sorani, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Uzbek, Uyghur, Urdu, Filipino, Hausa, Hindi, Croatian, Cherokee, Scots, Estonian",SeriousGames.LOL,SeriousGames.LOL,windows,"Single-player,Family Sharing","Casual,Indie,Sports","Oct 25, 2024",6,72,"Casual,Sports,Arcade,Logic,Puzzle,Old School,Puzzle Platformer,Immersive Sim,2D,Roguelite,Action Roguelike,Minimalist,Sandbox,First-Person,Science,LEGO,Gambling,Atmospheric,Realistic,Family Friendly",2.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
The Night of Joe,1353160,0,none,"English, French, Italian, Spanish - Spain, Portuguese - Portugal, Russian",TNoJTeam,TNoJTeam,windows,"Single-player,Steam Achievements,Family Sharing","Action,Indie","Oct 28, 2020",47,564,"Horror,Survival Horror,Difficult,Action,Perma Death,Stealth,Indie,Walking Simulator,3D,First-Person,Stylized,Demons,Atmospheric,Singleplayer,Survival",4.99,475,USD,"0 .. 20,000",0,0,0,0,0,3,1,4
Beholgar,1399750,0,full,"English, French, German, Spanish - Spain, Simplified Chinese, Japanese, Russian, Turkish",Serkan Bakar,Serkan Bakar,windows,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Adventure,Indie","Feb 4, 2022",1310,15720,"Action,Adventure,Action-Adventure,Arcade,Platformer,Metroidvania,2D Platformer,Side Scroller,2D,Pixel Graphics,1980s,1990's,Dark Fantasy,Dragons,Fantasy,Dark,Medieval,Indie,Singleplayer,Hack and Slash",8.99,54132,USD,"0 .. 20,000",0,0,0,0,0,196,57,253
摇摆地牢 Swing Dungeon,1331240,0,none,"English, Japanese, Simplified Chinese, Traditional Chinese",Southfish Studio,Southfish Studio,windows,"Single-player,Family Sharing","Action,Adventure,Casual,Indie,Early Access","Sep 9, 2021",64,768,"Indie,Early Access,Casual,Action,Adventure,Quick-Time Events,Puzzle,Exploration,Action-Adventure,Bullet Hell",0.99,70,USD,"0 .. 20,000",0,0,0,0,0,3,0,3
My  clinical death,3319070,0,none,"English, Simplified Chinese, Russian",TerryFlyo,Mystael studio,"windows,mac,linux","Single-player,Family Sharing","Casual,Indie","Nov 15, 2024",15,180,"Casual,Interactive Fiction,2D,Cute,Colorful,Story Rich,Visual Novel,Multiple Endings,Drama,Choices Matter,Choose Your Own Adventure,Narration,Indie,Singleplayer",0.99,23,USD,"20,000 .. 50,000",0,0,0,0,0,1,0,1
Hentai - Color by Number,999480,0,none,English,Hentai - Color by Number,Hentai - Color by Number,windows,"Single-player,Family Sharing","Adventure,Casual,Indie,Simulation,Sports,Strategy","Dec 27, 2018",98,1176,,1.99,615,USD,"0 .. 20,000",0,0,0,0,0,3,10,13
CS Diamantes Pipas : Kite Game,1851200,0,none,"English, Portuguese - Brazil, Spanish - Spain, Indonesian",LARP Games,LARP Games,windows,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Family Sharing","Simulation,Sports","Jan 4, 2025",38,456,"Sports,Simulation,Casual,eSports,Platformer,3D Platformer,3D,First-Person,Third Person,Funny,Management,Physics,PvP,Open World,Multiplayer,Singleplayer",4.99,237,USD,"0 .. 20,000",0,0,0,0,1,2,0,2
Alien Cat 3,1339550,0,none,"English, Russian","Repa Games, Cow Games",Cow Games,windows,"Single-player,Steam Achievements,Family Sharing","Adventure,Indie","Jul 6, 2020",47,564,"Arena Shooter,Arcade,2D,Adventure,Pixel Graphics,Cats,Hack and Slash,Survival,War,Indie,Old School,Singleplayer",3.99,1234,USD,"0 .. 20,000",0,0,0,0,0,12,1,13
Super Marxist Twins,1446370,0,full,English,Type 3 Studios,Type 3 Studios,"windows,mac,linux","Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Steam Cloud,Includes level editor,Remote Play Together,Family Sharing","Action,Indie","Oct 25, 2024",141,1692,"Action,Platformer,Level Editor,Parody ,Retro,Satire,Singleplayer,Pixel Graphics,Side Scroller,2D Platformer,2D,Colorful,Memes,Indie,Early Access,1980s,Combat,Old School,Linear,Cold War",12.99,4019,USD,"0 .. 20,000",0,0,0,0,0,13,0,13
Amazing Pyramids: Rebirth,1460870,0,none,"English, French, German, Russian",Oleg Sereda,Oleg Sereda,windows,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing","Casual,Indie,Strategy","Jan 14, 2021",772,9264,"Word Game,Casual,Trivia,Logic,Strategy,Puzzle,Board Game,Tabletop,Interactive Fiction,Education,Spelling,2D,Cute,Stylized,Text-Based,Colorful,Alternate History,Atmospheric,Family Friendly,Aliens",6.99,3160,USD,"0 .. 20,000",0,0,0,0,0,15,4,19
Dual Core,456830,0,full,English,Gray Fin Studios,Gray Fin Studios,windows,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play Together,Family Sharing","Action,Indie,RPG","May 26, 2016",0,0,"Action,RPG,Indie,Twin Stick Shooter,4 Player Local,Local Multiplayer,Local Co-Op,Online Co-Op,Sci-fi,Dungeon Crawler",9.99,5706,USD,"20,000 .. 50,000",0,0,0,0,1,20,4,24
Warlock 2: The Exiled,205990,0,none,"English, German, Russian",Ino-Co Plus,Paradox Interactive,"windows,mac,linux","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Family Sharing",Strategy,"Apr 10, 2014",5931,71172,"Strategy,Fantasy,Turn-Based,Turn-Based Strategy,4X,Magic,Multiplayer,Hex Grid,Singleplayer,RPG,Adventure",19.99,452925,USD,"200,000 .. 500,000",0,0,0,0,13,652,300,952
Coffee Caravan,2649080,0,full,"English, Czech, French, German, Spanish - Spain, Japanese, Polish, Turkish, Portuguese - Brazil, Italian, Simplified Chinese, Korean, Russian, Traditional Chinese",Broccoli Games,Broccoli Games,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Casual,Indie,Simulation,Strategy","May 20, 2024",6279,75348,"Management,Cooking,Strategy,Time Management,Simulation,Cozy,Roguelite,Building,Family Friendly,Controller,Cute,Singleplayer,Minimalist,Base Building,Casual,Economy,Character Customization,3D,Roguelike,Action",11.99,297061,USD,"50,000 .. 100,000",0,0,0,0,25,967,74,1041
Bad Egg,2397630,0,none,English,Blue Wizard Digital,Blue Wizard Digital,windows,"Single-player,Partial Controller Support,Steam Cloud,Family Sharing","Action,Indie,Early Access","Dec 6, 2023",246,2952,"Action Roguelike,Bullet Hell,2D,Cute,Top-Down,Funny,Surreal,Controller,Action,Casual,Family Friendly,Zombies,Comedy,Singleplayer,Early Access,Indie,Auto Battler,Cartoony,Shoot 'Em Up,Shooter",3.99,2848,USD,"0 .. 20,000",0,0,0,0,0,27,3,30
Cheeky Beetle And The Unlikely Heroes,1054180,0,none,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese",Rocksoft Ltd,Rocksoft Ltd,windows,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Action,Casual,Indie","May 22, 2019",18,216,"Arcade,Action,Action-Adventure,Casual,Runner,2.5D,2D,Comic Book,Cute,Cartoon,Cartoony,Colorful,Cinematic,Top-Down,1980s,1990's,Side Scroller,Isometric,Aliens,Alternate History",0.99,70,USD,"100,000 .. 200,000",0,0,0,0,0,3,0,3
东方十昊狱 ～ Hella Dazzling Hell!!,1571140,0,none,Simplified Chinese,Lonhong Team,Lonhong Media,windows,"Single-player,Partial Controller Support,Family Sharing","Action,Adventure,Indie,RPG,Early Access","Apr 30, 2021",915,10980,"Early Access,Adventure,2D Platformer,RPG,Action,2D Fighter,Exploration,Action-Adventure,Action RPG,Shooter,JRPG,Dungeon Crawler,2D,Anime,Cute,Colorful,Drama,Comedy,Fantasy,Relaxing",9.99,14265,USD,"20,000 .. 50,000",0,0,0,0,0,44,16,60
SpongeBob SquarePants: The Cosmic Shake,1282150,0,full,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Japanese, Korean, Polish, Russian, Traditional Chinese, Portuguese - Portugal, Hindi, Indonesian, Spanish - Latin America",Purple Lamp,THQ Nordic,windows,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",Action,"Jan 31, 2023",13522,162264,"Family Friendly,3D Platformer,Platformer,Action,Comedy,Singleplayer,Controller,Action-Adventure,Colorful,Third Person,Funny,Cartoon,Open World,Story Rich,Multiplayer,Adventure,Great Soundtrack,Memes,Collectathon,Mature",39.99,2081503,USD,"200,000 .. 500,000",0,0,0,0,37,2027,160,2187
Shisensho Solitaire,1161360,0,none,English,Nick Ramsay,Nick Ramsay,windows,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing","Casual,Indie","Oct 9, 2019",105,1260,"Solitaire,Puzzle,Match 3,Casual,Relaxing,Tutorial,Board Game,Tabletop,2D,Family Friendly,Score Attack,Retro,Classic,Singleplayer,Great Soundtrack,Indie,Minigames,Card Game,Strategy,Mahjong",1.99,3457,USD,"0 .. 20,000",0,0,0,0,3,72,1,73
Duck Souls,917290,0,full,English,Viridino Studios,Viridino Studios,windows,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Adventure,Casual,Indie","Sep 6, 2018",301,3612,"Indie,Action,Adventure,Casual,Platformer,Souls-like,2D,Pixel Graphics,Difficult",1.99,13119,USD,"0 .. 20,000",0,0,0,0,1,270,7,277
Invaders!,552220,0,none,English,Jake Cantrell,Cantrell Solutions,windows,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Action,Adventure,Strategy","Nov 8, 2016",56,672,"Strategy,Action,Adventure,VR",4.99,118,USD,"0 .. 20,000",0,0,0,0,0,1,0,1
Highrise Mogul,1597550,0,none,English,Olli Arkko,Olli Arkko,windows,"Single-player,Family Sharing","Simulation,Strategy","Dec 2, 2021",1207,14484,"City Builder,Building,Strategy,Capitalism,Simulation,Economy,Management,Base Building,God Game,3D,Relaxing,Colorful,Stylized,Family Friendly,Modern,Singleplayer",9.99,11888,USD,"0 .. 20,000",0,0,0,0,0,25,25,50
Tales of Aravorn: Seasons Of The Wolf,333390,0,none,English,Winter Wolves,Winter Wolves,"windows,mac,linux","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing","Adventure,Indie,RPG","Jan 15, 2015",1520,18240,"RPG,Indie,Visual Novel,Female Protagonist,Anime,Fantasy,Romance,Singleplayer,Old School,Choose Your Own Adventure,Dating Sim,Isometric,Dark Fantasy,Choices Matter,Nudity,Demons,Difficult,LGBTQ+,Roguelike,JRPG",24.99,36875,USD,"0 .. 20,000",0,0,0,0,0,50,12,62
